nric_id,name,country,email,phone,type,password,membership_id,points,points_redeemed,expiry,tier
S6853707S,Adelaida Piwall,China,apiwallpj@usgs.gov,(348) 5803257,member,wnWQ8JyK3QSJ,5396054352,26431,3764,12/28/2020,bronze
S6564995L,Tessy Josipovic,United Kingdom,tjosipovicpk@jimdo.com,(568) 8018591,non-member,R5oQDjgq7nX,0301304483,24021,32935,10/30/2019,bronze
S6766314F,Angela Wimpeney,China,awimpeneypl@vinaora.com,(765) 2980336,non-member,Hv6MNTyx2Il,7634928674,2423,24779,4/17/2020,gold
S4006379B,Hashim Hammerberg,Portugal,hhammerbergpm@upenn.edu,(997) 6625431,member,gea0SX4I,3364480079,12412,30160,9/17/2019,silver
S8232905H,Odessa Gorgler,Poland,ogorglerpn@geocities.jp,(676) 9947577,member,RLrCF6H,9992871687,6317,4051,3/5/2019,gold
S5100459Q,Maria Creaney,China,mcreaneypo@webs.com,(974) 8119738,non-member,1tBNZdSHN,5909392794,34728,36936,5/26/2019,silver
S5998595K,Tailor Duiged,Uzbekistan,tduigedpp@webeden.co.uk,(451) 4191628,member,37JhTK6Zd,3087411140,37762,1615,5/15/2020,silver
S8603117S,Tommy Tanzig,Russia,ttanzigpq@goo.gl,(329) 6364563,member,1CP98Bx5231b,8283799509,31580,38126,6/30/2019,gold
S7458883I,Lucio Fockes,Mexico,lfockespr@illinois.edu,(596) 3521939,non-member,naHQjENrexoP,4436169979,21966,29507,12/30/2020,silver
S4292241D,Lindsay Langmaid,Honduras,llangmaidps@senate.gov,(876) 5022142,member,mXTNhE4,7558469740,35773,21114,6/9/2019,gold
S9490747P,Hurlee Apthorpe,Vietnam,hapthorpept@prweb.com,(578) 7539119,non-member,CntBo3eoRAm,8111721331,10862,31683,5/2/2020,silver
S4282001M,Violante Le Brum,Poland,vlepu@bandcamp.com,(834) 7436701,non-member,nfkLyJ5HHSm,5621539389,10559,38962,12/16/2018,silver
S0746520U,Andy Becerro,China,abecerropv@soup.io,(722) 7741886,non-member,0dBMZJBa,8051765788,10854,4192,4/29/2020,bronze
S5481120R,Arlin Cadagan,Burundi,acadaganpw@stanford.edu,(484) 2278094,member,S7zl2CFvaHEd,1431605115,35492,2269,5/1/2020,silver
S5261532O,Constantina Axe,China,caxepx@timesonline.co.uk,(787) 2441818,non-member,gvWpW332EPtr,3279666384,13279,36521,2/3/2020,gold
S2500938A,Brenn Cockerell,Brazil,bcockerellpy@hc360.com,(324) 3879187,member,ytHUbt4p1,0228619378,16870,38338,9/9/2019,gold
S3776287Y,Doy Sidery,Indonesia,dsiderypz@jigsy.com,(452) 6980764,member,XDfbGcqjhJVV,8999343065,32078,6091,3/31/2020,gold
S8844733T,Mia Torbeck,Portugal,mtorbeckq0@multiply.com,(351) 9951587,non-member,1UnXhAwX,2226642684,18522,34321,8/1/2019,bronze
S4514870C,Vernice Paver,Mali,vpaverq1@google.pl,(397) 9819214,member,sSci9liu,6989184558,8673,838,12/22/2019,bronze
S0668913I,Caron Honeyghan,Peru,choneyghanq2@diigo.com,(924) 4935917,member,Mts9Df,5167182794,8301,25881,10/11/2019,bronze
S5446480O,Bartlett Mac,Peru,bmacq3@tamu.edu,(965) 8947823,non-member,8YQ2O887H,8254797056,14075,36789,11/22/2018,silver
S4219567H,Jenica Menloe,Indonesia,jmenloeq4@europa.eu,(838) 6791437,member,mIM39xsj,1299352197,35002,1335,10/16/2018,gold
S9629126A,Sebastien Caurah,China,scaurahq5@i2i.jp,(712) 9400786,non-member,UaRl8X0DQp,2846653704,4073,20279,11/25/2018,bronze
S3968583H,Faythe Tumbridge,Indonesia,ftumbridgeq6@istockphoto.com,(368) 9205823,non-member,zWVEXAeu6p4m,6222545572,7350,20997,5/26/2020,silver
S1623658P,Flossy Eller,Philippines,fellerq7@princeton.edu,(228) 8949903,member,bBavbaKr,1085726258,27837,15322,4/25/2020,silver
S5175162X,Bettine Sefton,France,bseftonq8@ibm.com,(244) 2722861,non-member,ZeEc5s,2777191093,28118,36678,11/19/2018,silver
S3006053W,Deloria Laste,China,dlasteq9@yahoo.com,(598) 4776245,non-member,PDxyvcTnEtWN,8529993640,17706,545,5/10/2020,bronze
S7705152V,Gideon Priditt,Brazil,gpridittqa@geocities.jp,(188) 4258167,member,CB1xNh,8955217609,23784,18336,9/12/2020,bronze
S1775636D,Tandy Siggens,Brazil,tsiggensqb@narod.ru,(656) 2455618,member,5V301xbUe,1915173639,14350,27978,10/2/2020,bronze
S2729213M,Winonah Dericut,China,wdericutqc@pagesperso-orange.fr,(659) 5888083,non-member,lIHsytX,4621892746,4938,15886,8/29/2020,silver
S0090332H,Floyd Abramin,France,fabraminqd@eepurl.com,(910) 2667288,member,vDcfkmQS7X,0040956806,28957,31687,12/16/2019,gold
S5787097L,Erminie MacCauley,Indonesia,emaccauleyqe@wsj.com,(734) 9562855,member,5sGGCaQoAOvF,7580731797,9182,137,8/29/2020,gold
S0519427Y,Mitchell Guinery,Martinique,mguineryqf@theatlantic.com,(662) 2013185,member,mpjFwPWEy3s,6458232020,24534,25763,11/26/2018,bronze
S1388906J,Margaretta MacAndrew,Indonesia,mmacandrewqg@tmall.com,(358) 1583901,non-member,UpmZ3H,5685066872,19721,36136,6/13/2019,gold
S1756533M,Maryjane Devinn,China,mdevinnqh@arstechnica.com,(232) 4266677,non-member,agdPaSUdo,1100430768,5051,862,3/28/2019,gold
S0359632Y,Zea Quarton,France,zquartonqi@sourceforge.net,(595) 2162380,non-member,IafNucwRk,9823856125,13485,6214,12/4/2020,silver
S3771088L,Livvy Bidewell,United States,lbidewellqj@ebay.com,(504) 1394043,member,aYMjs9Gm6HF,6041579629,9067,1139,9/20/2020,bronze
S5322975M,Rod Pearcy,Tajikistan,rpearcyqk@topsy.com,(959) 5697081,member,BDuSL4T9,0120772973,28482,11432,12/11/2019,bronze
S8322031G,Howey Tieman,Afghanistan,htiemanql@usgs.gov,(310) 9062483,member,YEIhoinY,0551604719,25180,39837,11/9/2018,gold
S4743188A,Lukas Cansdell,Philippines,lcansdellqm@toplist.cz,(135) 2838545,member,ZooCmV7xjd9,2106834500,11525,11052,11/24/2020,silver
S2690119I,Patricio Don,Ecuador,pdonqn@ovh.net,(117) 6096133,member,yy3UyzQU2Eu,8687139632,19227,16677,12/31/2018,gold
S0208935U,Sully Doornbos,Brazil,sdoornbosqo@archive.org,(800) 6891038,member,sfWs33NPrjv,6655347580,16347,1439,2/10/2019,silver
S3285082J,Paige Fraczek,Philippines,pfraczekqp@ted.com,(149) 1175306,member,bNsSlC4qAtTf,2272822797,9980,31268,10/10/2018,silver
S5835120Q,Thurston McColl,China,tmccollqq@home.pl,(243) 5168569,non-member,VGODZhh5GX7,8233775703,8102,10913,1/18/2020,bronze
S9698599A,Loise Benn,Indonesia,lbennqr@cyberchimps.com,(787) 5070489,non-member,1Jelgxs427,0848092929,5751,24486,9/28/2020,gold
S9746558W,Huntley Schoenrock,Saudi Arabia,hschoenrockqs@acquirethisname.com,(993) 5569943,non-member,MP1ZpJDwxNi,4071934018,13342,4773,8/20/2019,silver
S2351260C,Corabella Guys,Georgia,cguysqt@mit.edu,(844) 2451152,non-member,iyzvpuCsf,8422299909,8337,23211,11/9/2020,silver
S0131227N,Mildrid Meak,Philippines,mmeakqu@cam.ac.uk,(558) 9139270,member,TI80YUaYVg,7718678024,33098,13610,12/24/2018,bronze
S5851866M,Jacobo Devaney,Micronesia,jdevaneyqv@yolasite.com,(458) 7864593,member,2U9GVm,5500647814,33176,20642,5/8/2020,silver
S3023662L,Ann Stango,Czech Republic,astangoqw@weather.com,(562) 6872478,member,RnQN3tL,0549291296,2612,25551,3/22/2020,gold
S6815656M,Selinda Kobes,Indonesia,skobesqx@answers.com,(604) 2604219,non-member,Ar5DL3cGmnX,2345709340,14063,9528,6/26/2020,silver
S6332767J,Alexandros Batie,Cuba,abatieqy@dailymotion.com,(833) 2634033,non-member,LLKYyx,5000157052,1737,23716,6/5/2019,bronze
S2054052U,Tamara Mabbott,Russia,tmabbottqz@twitpic.com,(774) 2048861,member,LJ5hsHyH,4641550565,11197,26261,3/24/2019,silver
S6438000W,Franky Monnelly,Colombia,fmonnellyr0@tinypic.com,(746) 4502680,member,9lg8LlHSvo2,0444702164,14656,12120,3/7/2019,silver
S9356950Z,Aarika Fosdyke,Brazil,afosdyker1@nasa.gov,(482) 8265408,non-member,z1EO90a1HtK,3965313002,28773,21564,10/5/2019,gold
S6109473A,Joete Lennie,Sweden,jlennier2@addtoany.com,(255) 8891844,member,8gZagLMYZGHi,0186153678,27575,35555,3/12/2020,silver
S7185702B,Devina Bendell,United States,dbendellr3@tripadvisor.com,(513) 3634597,member,6xMHDtk6L42M,1502186179,28731,39739,7/16/2020,silver
S3179535P,Dulcinea Kezar,Russia,dkezarr4@amazon.co.jp,(796) 9920005,non-member,VNI513E1hE,5711957376,29293,26633,8/28/2019,gold
S2013331K,Rikki Barby,Czech Republic,rbarbyr5@examiner.com,(523) 3071754,non-member,nniTJcDJhGX,8152093246,30305,9013,6/1/2020,gold
S7402007O,Hogan Stolting,China,hstoltingr6@ning.com,(773) 7340562,member,yjrdjR8,1497903378,39380,5766,1/20/2019,gold
S4813729B,Joellen McIvor,China,jmcivorr7@upenn.edu,(117) 7250201,non-member,2AWR3OtMu,2539269486,20606,27354,12/21/2018,gold
S9230753C,Clayborne Alliberton,China,callibertonr8@merriam-webster.com,(708) 3057076,non-member,AbuDfz7DCSL1,2301068099,1721,12767,3/27/2019,gold
S7936525U,Danyelle Daton,Indonesia,ddatonr9@ifeng.com,(756) 2522304,member,pJMtnNA,6672166742,31435,37594,9/19/2020,bronze
S9477434G,Lucina Bernardos,New Zealand,lbernardosra@washingtonpost.com,(362) 8254132,non-member,W7xHrLF3ZGgT,3502610843,16645,12237,11/2/2018,gold
S6733029D,Hermine Fri,China,hfrirb@microsoft.com,(811) 4316021,non-member,FGuDtS,9536737868,35096,4043,3/22/2020,silver
S7429439T,Haley Eborall,China,heborallrc@dropbox.com,(640) 6882163,non-member,V3RpHS,2076000747,3890,34412,8/13/2020,silver
S0230320N,Karla Broz,China,kbrozrd@cafepress.com,(112) 8292984,member,VdivNr6oOj2k,7639464781,6852,37775,10/9/2018,silver
S8315028D,Patrizia Matessian,Costa Rica,pmatessianre@skyrock.com,(349) 3403791,member,CpBo2BXfyxhq,9030593717,15516,14641,11/30/2020,silver
S2176991A,Maddy Saddington,China,msaddingtonrf@arizona.edu,(577) 1694458,member,vjKeQLPsv903,9044357549,3570,4208,12/3/2018,bronze
S5373500A,Britte Walden,Indonesia,bwaldenrg@technorati.com,(599) 6334446,non-member,yGJwFykd,7499806685,17266,37933,1/9/2019,bronze
S3241038Z,Heida Buzza,Indonesia,hbuzzarh@blinklist.com,(133) 2675621,non-member,Y5uycwH,9290930632,1881,22289,10/21/2018,silver
S6543077W,Chanda Pharo,Vietnam,cpharori@topsy.com,(327) 5413778,non-member,CZ2gJe9Se,5119050573,3665,14931,1/8/2020,silver
S9141314Q,Fitz Laba,France,flabarj@friendfeed.com,(840) 7257594,non-member,qrYlmmk42R,2347229583,28952,10243,12/30/2019,bronze
S4753995I,Allister Heller,Japan,ahellerrk@ning.com,(466) 7373555,non-member,2KoG7MI5,8957384723,2852,16522,3/1/2020,silver
S0429429Z,Enid Escalero,Yemen,eescalerorl@wikispaces.com,(184) 5347578,non-member,TnPTwL15n,3730170341,1719,23326,12/28/2020,bronze
S0515014I,Sheela Densumbe,Indonesia,sdensumberm@constantcontact.com,(923) 3110184,non-member,zxWclO8e7,7635219413,28673,32048,5/23/2020,gold
S3753452D,Nicole Sheppard,Guinea,nsheppardrn@jugem.jp,(913) 8468634,non-member,LCCt93e56YFk,5424382363,5346,24092,9/12/2019,bronze
S2473718L,Feodora Shipperbottom,Russia,fshipperbottomro@cnet.com,(968) 4690178,member,0ALBTDtf,9058934055,8408,3360,8/24/2019,bronze
S5055749W,Coraline Pullar,France,cpullarrp@census.gov,(669) 3934990,non-member,4DpEXfQeCLqx,7560688918,33764,19052,6/20/2020,silver
S5570050P,Hy Manifold,Czech Republic,hmanifoldrq@yolasite.com,(875) 2833871,non-member,ldUZ5rN42L,1617321648,2522,11660,2/23/2019,gold
S7744135L,Tracie Hrinishin,United States,thrinishinrr@earthlink.net,(202) 4908316,member,GC3FlJHo0TMR,2923101464,30777,31362,5/18/2020,bronze
